planet_id,target_id,kepler_object_Name,planet_name,planet_status,preliminary_status,confidence_score,flag_not_transit_like,flag_stellar_Eclipse,flag_centroid_offset,flag_Ephemeris_match,orbital_period_days,orbital_period_upper_err1,orbital_period_lower_err2,tansit_Epoch_time,transit_time_upper_err1,transit_time_lower_err2,impact_parameter,impact_upper_err1,impact_lower_err2,transit_duration_hours,transit_duration_upper_err1,transit_duration_lower_err2,transit_depth_ppm,transit_depth_upper_err1,transit_depth_lower_err2,planet_size_earths,planet_size_earths_err1,planet_size_earths_err2,planet_temperature_k_elvin,planet_temperature_k_elvin_err1,planet_temperature_k_elvin_err2,insolation_flux_earths,insolation_upper_err1,insolation_lower_err2,signal _to_noise_ratio,TEC_planet_number,tce_delivery_name,star_temperature_kelvi n,star_temperature_kelvi n_err1,star_temperature_kelvi n_err2,star_gravity_logg,star_gravity_upper_err1,star_gravity_lower_err2,star_size_suns,star_size_upper_err1,star_size_lower_err2,sky_right_ascension,sky_declination,kepler_magnitude_brightness
9046,11400356,K08222.01,,FALSE POSITIVE,FALSE POSITIVE,0.112,1,0,0,0,koi_period,3.29E-02,-3.29E-02,214.2391,4.45E-02,-4.45E-02,0.537,0.438,-0.323,10.53,2.4,-2.4,6.31E+02,1.19E+02,-1.19E+02,2.24,5.10E-01,-2.70E-01,190,,,0.31,0.22,-0.1,8.5,1,q1_q17_dr25_tce,5511,166,-166,4.477,0.096,-0.144,0.872,0.196,-0.105,290.47623,49.20261,15.721
9058,4472143,K07696.01,,FALSE POSITIVE,FALSE POSITIVE,0.044,1,0,0,0,koi_period,6.21E-03,-6.21E-03,310.7718,1.20E-02,-1.20E-02,0.388,0.075,-0.388,5.759,0.648,-0.648,2.53E+02,5.35E+01,-5.35E+01,2.01,1.70E-01,-8.00E-02,268,,,1.22,0.3,-0.14,6.4,1,q1_q17_dr25_tce,6186,83,-74,4.358,0.02,-0.064,1.253,0.109,-0.047,293.72528,39.511971,14.002
9075,6516529,K08123.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,1,0,0,0,koi_period,4.30E-02,-4.30E-02,358.9906,3.45E-02,-3.45E-02,0.006,0.424,-0.006,11.24,1.3,-1.3,4.04E+02,4.38E+01,-4.38E+01,1.89,5.90E-01,-1.90E-01,252,,,0.95,0.86,-0.27,11.1,1,q1_q17_dr25_tce,5947,160,-178,4.487,0.054,-0.216,0.945,0.294,-0.098,289.98419,41.918591,13.782
9079,11760931,K08229.01,,FALSE POSITIVE,FALSE POSITIVE,0.096,1,0,0,0,koi_period,2.78E-02,-2.78E-02,264.7499,5.73E-02,-5.73E-02,0.013,0.438,-0.013,11.683,0.955,-0.955,2.33E+02,3.03E+01,-3.03E+01,1.48,4.60E-01,-1.50E-01,253,,,0.97,0.89,-0.29,9,1,q1_q17_dr25_tce,6032,180,-198,4.485,0.05,-0.213,0.973,0.3,-0.1,290.60349,49.99242,14.209
9087,4742188,K07703.01,,CANDIDATE,CANDIDATE,0.255,0,0,0,0,koi_period,1.90E-02,-1.90E-02,374.3587,2.87E-02,-2.87E-02,0.019,0.451,-0.019,10.395,1,-1,3.91E+02,5.93E+01,-5.93E+01,1.96,6.10E-01,-2.20E-01,254,,,0.98,0.92,-0.3,7.9,1,q1_q17_dr25_tce,6031,180,-198,4.45,0.07,-0.21,0.992,0.311,-0.111,290.38721,39.829941,15.106
9098,8120608,K00571.04,Kepler-186 e,CONFIRMED,CANDIDATE,0.999,0,0,0,0,koi_period,7.39E-05,-7.39E-05,153.79858,2.59E-03,-2.59E-03,0.147,0.291,-0.147,3.2881,0.0756,-0.0756,6.61E+02,2.08E+01,-2.08E+01,1.15,1.00E-01,-1.40E-01,319,,,2.44,0.7,-0.71,33.9,4,q1_q17_dr25_tce,3751,75,-84,4.8,0.065,-0.035,0.443,0.04,-0.053,298.65271,43.955021,14.625
9106,6600492,K08125.01,,FALSE POSITIVE,FALSE POSITIVE,0.027,1,0,0,0,koi_period,1.17E-02,-1.17E-02,325.3776,2.75E-02,-2.75E-02,0.601,0.003,-0.5,14.85,1.1,-1.1,4.39E+02,4.21E+01,-4.21E+01,2.01,4.80E-01,-1.90E-01,258,,,1.05,0.71,-0.29,11.9,1,q1_q17_dr25_tce,5818,140,-175,4.523,0.042,-0.168,0.925,0.217,-0.087,290.08203,42.071129,14.728
9113,12121118,K08235.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,1,0,0,0,koi_period,3.72E-02,-3.72E-02,245.567,6.10E-02,-6.10E-02,0.341,0.123,-0.341,21.09,2.6,-2.6,4.17E+02,3.71E+01,-3.71E+01,2,6.20E-01,-2.10E-01,236,,,0.74,0.68,-0.22,13.2,1,q1_q17_dr25_tce,6075,180,-198,4.486,0.05,-0.2,0.969,0.3,-0.1,296.65671,50.68721,14.116
9114,12252732,K08236.01,,FALSE POSITIVE,FALSE POSITIVE,0.008,1,0,0,0,koi_period,3.39E-02,-3.39E-02,363.7685,3.25E-02,-3.25E-02,0.164,0.283,-0.164,15.97,1.2,-1.2,8.49E+01,9.50E+00,-9.50E+00,1.18,2.40E-01,-3.40E-01,245,,,0.85,0.53,-0.46,10.6,1,q1_q17_dr25_tce,5618,154,-126,4.155,0.286,-0.132,1.288,0.271,-0.372,288.19321,50.921619,11.446
9122,5301093,K07724.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,5.88E-02,-5.88E-02,519.7805,6.74E-02,-6.74E-02,0.432,0.027,-0.432,12.35,2.5,-2.5,6.91E+02,1.01E+02,-1.01E+02,2.03,3.20E-01,-1.40E-01,188,,,0.3,0.16,-0.08,8.2,1,q1_q17_dr25_tce,5218,184,-166,4.596,0.026,-0.104,0.772,0.122,-0.056,298.12234,40.462349,15.747
9130,10321927,K07997.01,,FALSE POSITIVE,FALSE POSITIVE,0.103,1,0,0,0,koi_period,2.10E-02,-2.10E-02,179.7137,7.75E-02,-7.75E-02,0.295,0.159,-0.295,7.51,2.3,-2.3,5.93E+02,8.15E+01,-8.15E+01,1.96,3.30E-01,-2.50E-01,232,,,0.69,0.39,-0.23,8.5,1,q1_q17_dr25_tce,5334,185,-185,4.492,0.112,-0.15,0.81,0.138,-0.101,283.17575,47.401718,15.238
9152,3629119,K08242.01,,CANDIDATE,CANDIDATE,0.175,0,0,0,0,koi_period,1.38E-02,-1.38E-02,237.2754,3.61E-02,-3.61E-02,0.001,0.453,-0.001,5.35,1.3,-1.3,2.89E+02,4.82E+01,-4.82E+01,1.36,3.20E-01,-1.10E-01,240,,,0.78,0.56,-0.19,6.7,1,q1_q17_dr25_tce,5762,155,-155,4.576,0.04,-0.16,0.801,0.193,-0.064,286.04395,38.708801,14.066
9160,8311864,K07016.01,Kepler-452 b,CONFIRMED,CANDIDATE,0.771,0,0,0,0,koi_period,7.11E-03,-7.11E-03,314.97,1.52E-02,-1.52E-02,0.059,0.387,-0.059,9.969,0.441,-0.441,1.90E+02,1.76E+01,-1.76E+01,1.09,2.00E-01,-1.00E-01,220,,,0.56,0.32,-0.15,12.3,1,q1_q17_dr25_tce,5579,150,-150,4.58,0.034,-0.127,0.798,0.15,-0.075,296.00369,44.277561,13.426
9177,9757613,K00250.04,Kepler-26 e,CONFIRMED,CANDIDATE,0.965,0,0,0,0,koi_period,9.79E-05,-9.79E-05,136.74468,1.79E-03,-1.79E-03,0.393,0.027,-0.393,1.9033,0.0569,-0.0569,1.54E+03,5.29E+01,-5.29E+01,2.13,1.20E-01,-1.60E-01,276,,,1.37,0.28,-0.3,32.4,3,q1_q17_dr25_tce,3879,77,-85,4.708,0.045,-0.021,0.537,0.03,-0.041,284.94098,46.56654,15.473
9180,9084569,K07923.01,,CANDIDATE,CANDIDATE,0.75,0,0,0,0,koi_period,2.02E-02,-2.02E-02,162.7395,3.31E-02,-3.31E-02,0.45,0.045,-0.429,21.291,0.916,-0.916,1.26E+02,9.80E+00,-9.80E+00,0.97,1.20E-01,-1.00E-01,208,,,0.44,0.2,-0.13,14.4,2,q1_q17_dr25_tce,5060,192,-174,4.493,0.08,-0.088,0.869,0.1,-0.091,290.19992,45.419998,12.642
9183,10844823,K08033.01,,CANDIDATE,CANDIDATE,0.323,0,0,0,0,koi_period,1.30E-02,-1.30E-02,369.541,2.35E-02,-2.35E-02,0.397,0.069,-0.397,5.59,1.2,-1.2,8.49E+02,1.34E+02,-1.34E+02,2.23,2.80E-01,-2.10E-01,208,,,0.45,0.19,-0.12,8.2,1,q1_q17_dr25_tce,5176,153,-153,4.567,0.048,-0.072,0.766,0.097,-0.071,283.29706,48.266628,15.313
9191,7686191,K08141.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,2.27E-02,-2.27E-02,387.6494,5.80E-02,-5.80E-02,0.555,0.043,-0.483,18.5,2.5,-2.5,7.89E+02,9.12E+01,-9.12E+01,2.36,5.40E-01,-1.80E-01,219,,,0.55,0.38,-0.14,13.2,2,q1_q17_dr25_tce,5477,164,-164,4.568,0.036,-0.153,0.818,0.188,-0.063,293.03891,43.384048,15.198
9192,7690521,K08142.01,,FALSE POSITIVE,FALSE POSITIVE,0.247,1,0,0,0,koi_period,7.90E-03,-7.90E-03,355.6712,1.42E-02,-1.42E-02,0.519,0.062,-0.43,12.351,0.481,-0.481,7.31E+02,5.67E+01,-5.67E+01,2.27,4.10E-01,-3.00E-01,229,,,0.65,0.39,-0.21,15,1,q1_q17_dr25_tce,5518,180,-163,4.473,0.126,-0.14,0.822,0.149,-0.109,294.42719,43.38464,14.945
9193,7762886,K08144.01,,FALSE POSITIVE,FALSE POSITIVE,0.071,1,0,0,0,koi_period,2.18E-02,-2.18E-02,172.543,3.94E-02,-3.94E-02,0.094,0.366,-0.094,23.66,1.5,-1.5,5.42E+02,5.46E+01,-5.46E+01,1.82,1.10E-01,-1.90E-01,212,,,0.47,0.13,-0.13,11.6,2,q1_q17_dr25_tce,4875,145,-145,4.514,0.078,-0.042,0.81,0.05,-0.081,295.03894,43.477329,15.374
9195,4566999,K08247.01,,FALSE POSITIVE,FALSE POSITIVE,0.132,1,0,0,0,koi_period,1.65E-02,-1.65E-02,176.6176,1.65E-02,-1.65E-02,0.011,0.467,-0.011,4.817,0.952,-0.952,6.02E+02,1.24E+02,-1.24E+02,2,4.70E-01,-1.90E-01,203,,,0.4,0.29,-0.11,6.8,1,q1_q17_dr25_tce,5657,152,-169,4.567,0.04,-0.16,0.824,0.194,-0.078,293.20059,39.664879,15.031
9196,4569942,K08248.01,,FALSE POSITIVE,FALSE POSITIVE,0.159,1,0,0,0,koi_period,6.07E-03,-6.07E-03,160.2278,1.84E-02,-1.84E-02,0.016,0.449,-0.016,4.124,0.554,-0.554,6.95E+02,1.20E+02,-1.20E+02,2.38,6.10E-01,-3.70E-01,257,,,1.03,0.82,-0.39,7.7,1,q1_q17_dr25_tce,5291,185,-185,4.423,0.136,-0.221,0.926,0.234,-0.144,293.94141,39.642658,15.204
9199,4847801,K08251.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,koi_period,1.72E-02,-1.72E-02,341.9634,3.05E-02,-3.05E-02,0.128,0.329,-0.128,12.3,1.3,-1.3,2.65E+02,3.85E+01,-3.85E+01,1.2,1.60E-01,-1.10E-01,203,,,0.4,0.21,-0.12,8.6,2,q1_q17_dr25_tce,5162,225,-204,4.605,0.03,-0.09,0.754,0.105,-0.065,295.06955,39.953491,14.603
9200,5098334,K08253.01,,CANDIDATE,CANDIDATE,0.067,0,0,0,0,koi_period,4.99E-02,-4.99E-02,316.2642,3.43E-02,-3.43E-02,0.066,0.531,-0.066,12.37,3.4,-3.4,1.13E+02,7.50E+01,-7.50E+01,0.95,1.30E-01,-4.00E-02,226,,,0.62,0.22,-0.08,6.7,1,q1_q17_dr25_tce,5547,74,-83,4.521,0.019,-0.11,0.911,0.12,-0.038,291.52951,40.252918,13.521
9208,6113752,K07763.01,,FALSE POSITIVE,FALSE POSITIVE,0.198,1,0,0,0,koi_period,1.56E-02,-1.56E-02,230.8834,3.47E-02,-3.47E-02,0.428,0.034,-0.428,9.554,0.551,-0.551,2.84E+02,2.59E+01,-2.59E+01,1.96,6.60E-01,-2.60E-01,278,,,1.42,1.36,-0.49,12.7,1,q1_q17_dr25_tce,6217,149,-204,4.364,0.09,-0.21,1.141,0.384,-0.153,288.62289,41.44548,13.079
9215,12644020,K08083.01,,FALSE POSITIVE,FALSE POSITIVE,0.152,1,0,0,0,koi_period,5.88E-03,-5.88E-03,346.4227,2.09E-02,-2.09E-02,0.741,0.057,-0.52,3.9,1,-1,8.76E+02,2.19E+02,-2.19E+02,2.33,2.80E-01,-1.60E-01,226,,,0.62,0.25,-0.14,6.8,1,q1_q17_dr25_tce,4987,151,-136,4.613,0.03,-0.07,0.727,0.086,-0.05,288.6127,51.770439,15.8
9216,11294822,K08047.01,,CANDIDATE,CANDIDATE,0.513,0,0,0,0,koi_period,1.01E-02,-1.01E-02,418.9534,2.00E-02,-2.00E-02,0.468,0.497,-0.253,4.978,0.641,-0.641,6.22E+02,9.48E+01,-9.48E+01,1.98,1.10E-01,-1.30E-01,208,,,0.44,0.12,-0.09,8,1,q1_q17_dr25_tce,4829,144,-129,4.564,0.032,-0.048,0.794,0.046,-0.051,290.6962,49.066078,15.222
9222,10604335,K01298.02,Kepler-283 c,CONFIRMED,FALSE POSITIVE,0,0,1,0,0,koi_period,6.94E-04,-6.94E-04,173.27975,5.43E-03,-5.43E-03,0.019,0.422,-0.019,5.506,0.191,-0.191,1.11E+03,6.51E+01,-6.51E+01,1.87,8.00E-02,-1.00E-01,240,,,0.78,0.15,-0.14,18,2,q1_q17_dr25_tce,4141,83,-91,4.684,0.022,-0.025,0.582,0.027,-0.03,293.61371,47.839001,15.847
9226,9210820,K07930.01,,CANDIDATE,CANDIDATE,0.469,0,0,0,0,koi_period,1.95E-02,-1.95E-02,221.098,3.74E-02,-3.74E-02,0.107,0.341,-0.107,15.82,1.4,-1.4,5.15E+02,5.93E+01,-5.93E+01,1.37,1.10E-01,-1.10E-01,187,,,0.29,0.08,-0.07,10.2,1,q1_q17_dr25_tce,5031,135,-150,4.644,0.06,-0.035,0.615,0.048,-0.048,288.43912,45.68721,15.18
9236,7900114,K08148.01,,FALSE POSITIVE,FALSE POSITIVE,0.097,1,0,0,0,koi_period,1.78E-02,-1.78E-02,277.1238,5.58E-02,-5.58E-02,0.504,0.004,-0.464,15.37,1.3,-1.3,4.80E+02,4.27E+01,-4.27E+01,1.97,4.20E-01,-1.80E-01,242,,,0.81,0.52,-0.22,12.4,1,q1_q17_dr25_tce,5412,164,-164,4.513,0.05,-0.15,0.887,0.187,-0.08,294.85776,43.677929,15.264
9238,5468555,K08255.01,,FALSE POSITIVE,FALSE POSITIVE,0.106,1,0,0,0,koi_period,9.88E-03,-9.88E-03,439.5039,1.33E-02,-1.33E-02,0.001,0.438,-0.001,3.464,0.407,-0.407,3.01E+02,4.71E+01,-4.71E+01,2.04,6.80E-01,-2.80E-01,265,,,1.17,1.09,-0.42,7.8,1,q1_q17_dr25_tce,6469,155,-214,4.359,0.072,-0.203,1.171,0.384,-0.165,296.98615,40.67511,13.803
9239,5638699,K08256.01,,FALSE POSITIVE,FALSE POSITIVE,0.11,1,0,0,0,koi_period,2.50E-02,-2.50E-02,203.9865,6.69E-02,-6.69E-02,0.433,0.028,-0.433,18.94,2.5,-2.5,1.80E+02,2.83E+01,-2.83E+01,1.8,2.80E-01,-3.40E-01,298,,,1.87,0.76,-0.71,8.4,1,q1_q17_dr25_tce,5770,78,-78,4.2,0.176,-0.108,1.326,0.206,-0.252,296.78223,40.835541,14.217
9242,5956171,K08259.01,,CANDIDATE,CANDIDATE,0.311,0,0,0,0,koi_period,2.27E-02,-2.27E-02,369.6734,3.61E-02,-3.61E-02,0.668,0.061,-0.479,15.67,1.6,-1.6,2.95E+02,3.42E+01,-3.42E+01,1.73,5.20E-01,-1.80E-01,262,,,1.11,1,-0.34,11.1,1,q1_q17_dr25_tce,6299,170,-226,4.486,0.054,-0.216,0.95,0.29,-0.097,290.4519,41.22551,14.619
9243,6032318,K08260.01,,FALSE POSITIVE,FALSE POSITIVE,0.107,1,0,0,0,koi_period,2.38E-02,-2.38E-02,291.0893,5.39E-02,-5.39E-02,0.297,0.171,-0.297,6.989,0.942,-0.942,6.42E+02,1.46E+02,-1.46E+02,1.71,2.40E-01,-1.30E-01,230,,,0.66,0.3,-0.15,6.8,1,q1_q17_dr25_tce,5205,140,-155,4.648,0.028,-0.083,0.679,0.097,-0.048,288.43362,41.358391,15.917
9254,4738095,K08096.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,9.48E-03,-9.48E-03,141.9846,2.01E-02,-2.01E-02,0.73,0.224,-0.491,7.165,0.76,-0.76,1.76E+02,2.69E+01,-2.69E+01,1.8,3.80E-01,-2.50E-01,319,,,2.43,1.47,-0.85,8.3,1,q1_q17_dr25_tce,6299,149,-204,4.325,0.081,-0.15,1.262,0.263,-0.175,289.16815,39.829182,13.147
9260,4645492,K08095.01,,FALSE POSITIVE,FALSE POSITIVE,0.3,1,0,0,0,koi_period,1.00E-02,-1.00E-02,361.7222,1.19E-02,-1.19E-02,0.476,0.489,-0.272,5.398,0.519,-0.519,3.72E+02,4.54E+01,-4.54E+01,1.89,1.80E-01,-7.00E-02,217,,,0.53,0.14,-0.07,9.9,1,q1_q17_dr25_tce,5672,68,-85,4.503,0.015,-0.08,0.965,0.094,-0.036,288.97824,39.750259,13.942
9268,9392016,K07935.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,1.30E-02,-1.30E-02,208.7904,2.41E-02,-2.41E-02,0.004,0.446,-0.004,7.976,0.905,-0.905,2.48E+02,3.41E+01,-3.41E+01,1.31,3.50E-01,-1.10E-01,243,,,0.83,0.65,-0.21,8.2,1,q1_q17_dr25_tce,5882,158,-158,4.56,0.044,-0.187,0.833,0.223,-0.074,285.71143,45.920658,14.375
9272,11296205,K08048.01,,CANDIDATE,CANDIDATE,0.334,0,0,0,0,koi_period,2.32E-02,-2.32E-02,445.9701,2.32E-02,-2.32E-02,0.302,0.153,-0.302,9.662,0.866,-0.866,2.54E+02,3.86E+01,-3.86E+01,1.33,3.60E-01,-1.10E-01,247,,,0.88,0.7,-0.23,7.9,1,q1_q17_dr25_tce,6156,167,-186,4.563,0.035,-0.196,0.824,0.22,-0.073,291.45468,49.043289,14.44
9273,11348086,K08049.01,,FALSE POSITIVE,FALSE POSITIVE,0.176,1,0,0,0,koi_period,7.12E-03,-7.12E-03,470.44301,9.49E-03,-9.49E-03,0.797,0.165,-0.552,3.84,0.387,-0.387,2.37E+02,2.87E+01,-2.87E+01,1.61,3.30E-01,-1.70E-01,256,,,1.01,0.61,-0.29,10.3,1,q1_q17_dr25_tce,6032,163,-163,4.46,0.074,-0.147,0.949,0.191,-0.103,290.57971,49.18998,12.879
9280,8226720,K08154.01,,FALSE POSITIVE,FALSE POSITIVE,0.036,1,0,0,0,koi_period,1.72E-02,-1.72E-02,186.7266,2.41E-02,-2.41E-02,0.508,0.016,-0.461,12.37,1.1,-1.1,2.77E+02,3.15E+01,-3.15E+01,1.68,4.80E-01,-1.70E-01,274,,,1.33,1.1,-0.39,10.3,1,q1_q17_dr25_tce,6428,160,-208,4.457,0.065,-0.195,0.977,0.28,-0.1,289.4827,44.17889,14.056
9281,8307354,K08155.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,,,279.6247569,,,0.331,,,15.3614,,,8.99E+02,,,2.43,5.60E-01,-2.00E-01,234,,,0.71,0.51,-0.19,7.5,2,q1_q17_dr25_tce,5546,182,-182,4.575,0.04,-0.16,0.81,0.187,-0.067,294.57861,44.21526,15.916
9284,6182508,K08261.01,,FALSE POSITIVE,FALSE POSITIVE,0.128,1,0,0,0,koi_period,8.80E-04,-8.80E-04,159.3127,1.07E-02,-1.07E-02,0.042,0.406,-0.042,1.919,0.224,-0.224,1.06E+03,1.58E+02,-1.58E+02,1.46,1.20E-01,-1.70E-01,202,,,0.4,0.1,-0.12,8,1,q1_q17_dr25_tce,3710,81,-89,4.797,0.054,-0.036,0.452,0.036,-0.053,282.90985,41.502739,15.901
9286,6356506,K08263.01,,CANDIDATE,CANDIDATE,0.291,0,0,0,0,koi_period,2.53E-02,-2.53E-02,308.0323,4.04E-02,-4.04E-02,0.031,0.419,-0.031,12.757,0.723,-0.723,4.01E+02,4.84E+01,-4.84E+01,2.17,7.20E-01,-2.40E-01,308,,,2.13,2.11,-0.69,9.3,1,q1_q17_dr25_tce,6292,174,-240,4.426,0.054,-0.216,1.078,0.361,-0.12,289.32593,41.749939,15.16
9295,6531617,K07785.01,,CANDIDATE,CANDIDATE,0.323,0,0,0,0,koi_period,5.08E-03,-5.08E-03,271.04277,9.77E-03,-9.77E-03,0.178,0.281,-0.178,2.725,0.49,-0.49,7.25E+02,9.41E+01,-9.41E+01,2.07,3.30E-01,-2.50E-01,203,,,0.4,0.2,-0.13,9.5,1,q1_q17_dr25_tce,5232,156,-156,4.519,0.096,-0.168,0.777,0.126,-0.094,294.62714,41.933182,14.546
9303,8808064,K08169.01,,FALSE POSITIVE,FALSE POSITIVE,0.153,1,0,0,0,koi_period,2.95E-02,-2.95E-02,559.6455,3.70E-02,-3.70E-02,0.021,0.41,-0.021,10.857,0.843,-0.843,5.13E+02,6.15E+01,-6.15E+01,2,6.20E-01,-2.00E-01,230,,,0.67,0.6,-0.19,9.2,1,q1_q17_dr25_tce,5911,159,-177,4.53,0.05,-0.212,0.887,0.273,-0.091,287.10013,45.00631,15.152
9304,8815031,K08171.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,2.87E-02,-2.87E-02,515.577,3.90E-02,-3.90E-02,0.476,0.49,-0.275,12.15,1.4,-1.4,6.72E+02,1.01E+02,-1.01E+02,2.28,5.10E-01,-1.80E-01,218,,,0.54,0.35,-0.13,7.7,1,q1_q17_dr25_tce,5764,156,-156,4.548,0.04,-0.16,0.863,0.194,-0.069,290.36932,45.009258,15.975
9322,8608544,K08159.01,,FALSE POSITIVE,FALSE POSITIVE,0.007,1,0,0,0,koi_period,1.09E-02,-1.09E-02,343.821,2.00E-02,-2.00E-02,0.506,0.449,-0.296,10.959,0.744,-0.744,3.09E+02,2.92E+01,-2.92E+01,2.09,7.10E-01,-2.30E-01,302,,,1.96,1.87,-0.59,11.9,1,q1_q17_dr25_tce,6450,144,-192,4.386,0.067,-0.216,1.155,0.389,-0.13,284.19217,44.762112,13.971
9323,8608544,K08159.02,,CANDIDATE,CANDIDATE,0.573,0,0,0,0,koi_period,1.11E-02,-1.11E-02,350.0863,2.19E-02,-2.19E-02,0.064,0.359,-0.064,15.583,0.481,-0.481,3.75E+02,2.77E+01,-2.77E+01,2.25,7.60E-01,-2.50E-01,301,,,1.93,1.84,-0.58,14.9,2,q1_q17_dr25_tce,6450,144,-192,4.386,0.067,-0.216,1.155,0.389,-0.13,284.19217,44.762112,13.971
9324,8618147,K08160.01,,FALSE POSITIVE,FALSE POSITIVE,0.077,1,0,0,0,koi_period,9.53E-03,-9.53E-03,218.662,1.88E-02,-1.88E-02,0.175,0.261,-0.174,15.925,0.578,-0.578,3.24E+02,3.28E+01,-3.28E+01,1.94,6.10E-01,-2.00E-01,282,,,1.5,1.38,-0.46,11.4,1,q1_q17_dr25_tce,6214,174,-217,4.442,0.052,-0.208,1.076,0.335,-0.112,289.29507,44.71656,14.495
9326,8683144,K08162.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,9.75E-03,-9.75E-03,267.9789,3.17E-02,-3.17E-02,0.008,0.442,-0.008,11.48,1.4,-1.4,3.58E+02,3.93E+01,-3.93E+01,1.7,5.20E-01,-1.80E-01,280,,,1.45,1.31,-0.42,10.4,1,q1_q17_dr25_tce,6008,163,-181,4.519,0.052,-0.208,0.897,0.277,-0.092,289.48599,44.886089,14.077
9328,7751294,K08269.01,,FALSE POSITIVE,FALSE POSITIVE,0.114,1,0,0,0,koi_period,,,309.8187992,,,0.037,,,10.0734,,,4.57E+02,,,2.22,6.70E-01,-2.80E-01,283,,,1.51,1.33,-0.5,10.8,1,q1_q17_dr25_tce,6388,171,-209,4.427,0.067,-0.202,1.033,0.31,-0.133,291.19321,43.475128,14.28
9329,7832787,K08270.01,,CANDIDATE,CANDIDATE,0.578,0,0,0,0,koi_period,1.24E-02,-1.24E-02,262.4,2.48E-02,-2.48E-02,0.184,0.246,-0.184,16.745,0.675,-0.675,5.44E+02,4.11E+01,-4.11E+01,2.09,6.00E-01,-2.10E-01,249,,,0.91,0.77,-0.25,15.3,1,q1_q17_dr25_tce,5741,153,-170,4.502,0.062,-0.188,0.898,0.26,-0.087,295.22299,43.590439,15.023
9331,8022520,K08272.01,,CANDIDATE,CANDIDATE,0.12,0,0,0,0,koi_period,3.74E-02,-3.74E-02,361.4078,3.94E-02,-3.94E-02,0.716,0.277,-0.491,19.63,3.4,-3.4,1.10E+02,7.04E+01,-7.04E+01,1.14,3.70E-01,-1.30E-01,259,,,1.07,1.04,-0.32,6,1,q1_q17_dr25_tce,6263,169,-188,4.46,0.054,-0.216,1.009,0.335,-0.112,289.66574,43.879459,13.814
9332,8108450,K08273.01,,FALSE POSITIVE,FALSE POSITIVE,0.104,1,0,0,0,koi_period,2.95E-02,-2.95E-02,354.9326,5.48E-02,-5.48E-02,0.479,0.03,-0.441,15.51,2.3,-2.3,7.44E+02,9.66E+01,-9.66E+01,2.34,4.40E-01,-2.90E-01,224,,,0.6,0.37,-0.2,10.3,2,q1_q17_dr25_tce,5425,185,-185,4.484,0.104,-0.138,0.847,0.16,-0.107,295.49759,43.909611,15.876
9349,6521526,K08124.01,,FALSE POSITIVE,FALSE POSITIVE,0.012,1,0,0,0,koi_period,3.38E-03,-3.38E-03,164.9409,2.46E-02,-2.46E-02,0.039,0.448,-0.039,14.197,0.682,-0.682,1.37E+03,1.01E+02,-1.01E+02,2.05,1.00E-01,-2.50E-01,210,,,0.46,0.12,-0.15,15.9,5,q1_q17_dr25_tce,3749,117,-143,4.674,0.072,-0.022,0.581,0.03,-0.07,291.52393,41.94294,15.084
9351,8740744,K08164.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,1.59E-03,-1.59E-03,138.8786,2.26E-02,-2.26E-02,0.279,0.158,-0.279,15.05,1,-1,5.01E+02,5.64E+01,-5.64E+01,2.19,7.20E-01,-2.40E-01,248,,,0.9,0.89,-0.28,8.9,1,q1_q17_dr25_tce,6018,190,-211,4.485,0.056,-0.224,0.975,0.318,-0.106,285.94116,44.994148,15.499
9361,9650579,K07953.01,,CANDIDATE,CANDIDATE,0.335,0,0,0,0,koi_period,4.63E-02,-4.63E-02,186.7367,6.31E-02,-6.31E-02,0.4,0.069,-0.4,20.76,3.5,-3.5,2.58E+02,5.10E+01,-5.10E+01,1.43,3.30E-01,-1.20E-01,219,,,0.55,0.37,-0.14,8.1,1,q1_q17_dr25_tce,5580,150,-166,4.538,0.031,-0.178,0.886,0.207,-0.074,292.41211,46.36388,14.942
9362,9650762,K07954.01,,CANDIDATE,CANDIDATE,0.839,0,0,0,0,koi_period,2.75E-02,-2.75E-02,453.6928,5.63E-02,-5.63E-02,0.259,0.206,-0.259,21.23,1.7,-1.7,4.57E+02,4.24E+01,-4.24E+01,1.74,4.60E-01,-1.40E-01,232,,,0.69,0.52,-0.18,12.3,1,q1_q17_dr25_tce,5769,155,-172,4.57,0.042,-0.168,0.812,0.212,-0.066,292.48166,46.371479,15.138
